Tipo,Clave,Número de Documento,Código Cliente,Folio,Fecha de Documento,Último día mes Documento,Fecha de Vencimiento,Monto Documento,Número de Pago_SAP,Fecha de Pago,Monto Pago,Número de Pago,Importe Acumulado de Pagos,Importe Acumulado al Saldo
Factura,VENTA,F10198,C017,FOL-10198,2024-05-10,2024-05-28,2024-06-09,4282,P10198,2024-06-11,4282,P10198,4282,0
Factura,VENTA,F10199,C017,FOL-10199,2024-06-08,2024-06-28,2024-07-08,2976,P10199,2024-07-05,2976,P10199,2976,0
Factura,VENTA,F10200,C017,FOL-10200,2024-07-06,2024-07-28,2024-08-05,2159,P10200,2024-08-19,2159,P10200,2159,0
Factura,VENTA,F10201,C017,FOL-10201,2024-08-09,2024-08-28,2024-09-08,4397,P10201,2024-09-25,4397,P10201,4397,0
Factura,VENTA,F10202,C018,FOL-10202,2022-10-30,2022-10-28,2022-11-29,3030,P10202,2022-12-09,3030,P10202,3030,0
Factura,VENTA,F10203,C018,FOL-10203,2022-11-30,2022-11-28,2022-12-30,1458,P10203,2023-01-07,1458,P10203,1458,0
Factura,VENTA,F10204,C018,FOL-10204,2022-12-28,2022-12-28,2023-01-27,5745,P10204,2023-01-24,5745,P10204,5745,0
Factura,VENTA,F10205,C018,FOL-10205,2023-01-25,2023-01-28,2023-02-24,6323,P10205,2023-03-09,6323,P10205,6323,0
Factura,VENTA,F10206,C018,FOL-10206,2023-02-21,2023-02-28,2023-03-23,6307,P10206,2023-04-05,6307,P10206,6307,0
Factura,VENTA,F10207,C018,FOL-10207,2023-03-23,2023-03-28,2023-04-22,6995,P10207,2023-05-03,6995,P10207,6995,0
Factura,VENTA,F10208,C018,FOL-10208,2023-04-29,2023-04-28,2023-05-29,3078,P10208,2023-06-11,3078,P10208,3078,0
Factura,VENTA,F10209,C018,FOL-10209,2023-05-28,2023-05-28,2023-06-27,6000,P10209,2023-06-24,6000,P10209,6000,0
Factura,VENTA,F10210,C018,FOL-10210,2023-06-28,2023-06-28,2023-07-28,3650,P10210,2023-08-02,3650,P10210,3650,0
Factura,VENTA,F10211,C018,FOL-10211,2023-07-22,2023-07-28,2023-08-21,2117,P10211,2023-09-07,2117,P10211,2117,0
Factura,VENTA,F10212,C018,FOL-10212,2023-08-27,2023-08-28,2023-09-26,3161,P10212,2023-10-03,3161,P10212,3161,0
Factura,VENTA,F10213,C018,FOL-10213,2023-09-27,2023-09-28,2023-10-27,1100,P10213,2023-11-01,1100,P10213,1100,0
Factura,VENTA,F10214,C019,FOL-10214,2023-05-29,2023-05-28,2023-06-28,1749,P10214,2023-07-05,1749,P10214,1749,0
Factura,VENTA,F10215,C019,FOL-10215,2023-07-01,2023-07-28,2023-07-31,809,P10215,2023-08-12,809,P10215,809,0
Factura,VENTA,F10216,C019,FOL-10216,2023-07-30,2023-07-28,2023-08-29,4185,P10216,,0,P10216,0,4185
Factura,VENTA,F10217,C019,FOL-10217,2023-08-29,2023-08-28,2023-09-28,5923,P10217,2023-09-24,5923,P10217,5923,0
Factura,VENTA,F10218,C019,FOL-10218,2023-09-24,2023-09-28,2023-10-24,2987,P10218,2023-10-28,2987,P10218,2987,0
Factura,VENTA,F10219,C019,FOL-10219,2023-10-28,2023-10-28,2023-11-27,6520,P10219,2023-11-22,6520,P10219,6520,0
Factura,VENTA,F10220,C019,FOL-10220,2023-11-23,2023-11-28,2023-12-23,6614,P10220,2024-01-04,6614,P10220,6614,0
Factura,VENTA,F10221,C019,FOL-10221,2023-12-20,2023-12-28,2024-01-19,5324,P10221,2024-01-21,5324,P10221,5324,0
Factura,VENTA,F10222,C019,FOL-10222,2024-01-20,2024-01-28,2024-02-19,4580,P10222,2024-03-05,4580,P10222,4580,0
Factura,VENTA,F10223,C019,FOL-10223,2024-02-20,2024-02-28,2024-03-21,4882,P10223,2024-03-25,4882,P10223,4882,0
Factura,VENTA,F10224,C019,FOL-10224,2024-03-27,2024-03-28,2024-04-26,6578,P10224,2024-05-06,6578,P10224,6578,0
Factura,VENTA,F10225,C019,FOL-10225,2024-04-25,2024-04-28,2024-05-25,2796,P10225,2024-05-24,2796,P10225,2796,0
Factura,VENTA,F10226,C020,FOL-10226,2021-12-05,2021-12-28,2022-01-04,5710,P10226,2022-01-03,5710,P10226,5710,0
Factura,VENTA,F10227,C020,FOL-10227,2022-01-02,2022-01-28,2022-02-01,3063,P10227,2022-02-09,3063,P10227,3063,0
Factura,VENTA,F10228,C020,FOL-10228,2022-02-05,2022-02-28,2022-03-07,4959,P10228,2022-03-02,4959,P10228,4959,0
Factura,VENTA,F10229,C020,FOL-10229,2022-03-06,2022-03-28,2022-04-05,6747,P10229,2022-04-18,6747,P10229,6747,0
Factura,VENTA,F10230,C020,FOL-10230,2022-04-08,2022-04-28,2022-05-08,2017,P10230,2022-05-18,2017,P10230,2017,0
Factura,VENTA,F10231,C020,FOL-10231,2022-05-06,2022-05-28,2022-06-05,3523,P10231,2022-06-17,3523,P10231,3523,0
Factura,VENTA,F10232,C020,FOL-10232,2022-06-06,2022-06-28,2022-07-06,4530,P10232,2022-07-07,4530,P10232,4530,0
Factura,VENTA,F10233,C020,FOL-10233,2022-07-03,2022-07-28,2022-08-02,5484,P10233,2022-08-21,5484,P10233,5484,0
Factura,VENTA,F10234,C020,FOL-10234,2022-08-05,2022-08-28,2022-09-04,1157,P10234,2022-09-14,1157,P10234,1157,0
Factura,VENTA,F10235,C020,FOL-10235,2022-09-04,2022-09-28,2022-10-04,3962,P10235,2022-10-24,3962,P10235,3962,0
Factura,VENTA,F10236,C020,FOL-10236,2022-09-30,2022-09-28,2022-10-30,4857,P10236,2022-10-29,4857,P10236,4857,0
Factura,VENTA,F10237,C020,FOL-10237,2022-11-05,2022-11-28,2022-12-05,5634,P10237,2022-12-03,5634,P10237,5634,0
Factura,VENTA,F10238,C021,FOL-10238,2021-04-15,2021-04-28,2021-05-15,5108,P10238,2021-05-10,5108,P10238,5108,0
Factura,VENTA,F10239,C021,FOL-10239,2021-05-16,2021-05-28,2021-06-15,4158,P10239,2021-06-14,4158,P10239,4158,0
Factura,VENTA,F10240,C021,FOL-10240,2021-06-14,2021-06-28,2021-07-14,4646,P10240,2021-07-17,4646,P10240,4646,0
Factura,VENTA,F10241,C021,FOL-10241,2021-07-18,2021-07-28,2021-08-17,5905,P10241,2021-09-01,5905,P10241,5905,0
Factura,VENTA,F10242,C021,FOL-10242,2021-08-13,2021-08-28,2021-09-12,3491,P10242,2021-09-24,3491,P10242,3491,0
Factura,VENTA,F10243,C021,FOL-10243,2021-09-17,2021-09-28,2021-10-17,3394,P10243,2021-11-05,3394,P10243,3394,0
Factura,VENTA,F10244,C021,FOL-10244,2021-10-18,2021-10-28,2021-11-17,5232,P10244,,0,P10244,0,5232
Factura,VENTA,F10245,C021,FOL-10245,2021-11-14,2021-11-28,2021-12-14,2663,P10245,2021-12-22,2663,P10245,2663,0
Factura,VENTA,F10246,C021,FOL-10246,2021-12-11,2021-12-28,2022-01-10,5991,P10246,2022-01-08,5991,P10246,5991,0
Factura,VENTA,F10247,C021,FOL-10247,2022-01-16,2022-01-28,2022-02-15,2162,P10247,2022-02-10,2162,P10247,2162,0
Factura,VENTA,F10248,C021,FOL-10248,2022-02-08,2022-02-28,2022-03-10,3457,P10248,2022-03-14,3457,P10248,3457,0
Factura,VENTA,F10249,C021,FOL-10249,2022-03-15,2022-03-28,2022-04-14,3870,P10249,2022-04-16,3870,P10249,3870,0
Factura,VENTA,F10250,C022,FOL-10250,2020-04-13,2020-04-28,2020-05-13,5436,P10250,2020-05-13,5436,P10250,5436,0
Factura,VENTA,F10251,C022,FOL-10251,2020-05-09,2020-05-28,2020-06-08,2234,P10251,,0,P10251,0,2234
Factura,VENTA,F10252,C022,FOL-10252,2020-06-09,2020-06-28,2020-07-09,4876,P10252,2020-07-08,4876,P10252,4876,0
Factura,VENTA,F10253,C022,FOL-10253,2020-07-09,2020-07-28,2020-08-08,4577,P10253,2020-08-17,4577,P10253,4577,0
Factura,VENTA,F10254,C022,FOL-10254,2020-08-09,2020-08-28,2020-09-08,6262,P10254,,0,P10254,0,6262
Factura,VENTA,F10255,C022,FOL-10255,2020-09-08,2020-09-28,2020-10-08,6350,P10255,2020-10-05,6350,P10255,6350,0
Factura,VENTA,F10256,C022,FOL-10256,2020-10-11,2020-10-28,2020-11-10,3630,P10256,2020-11-14,3630,P10256,3630,0
Factura,VENTA,F10257,C022,FOL-10257,2020-11-09,2020-11-28,2020-12-09,6455,P10257,2020-12-13,6455,P10257,6455,0
Factura,VENTA,F10258,C022,FOL-10258,2020-12-06,2020-12-28,2021-01-05,3951,P10258,2021-01-03,3951,P10258,3951,0
Factura,VENTA,F10259,C022,FOL-10259,2021-01-05,2021-01-28,2021-02-04,3924,P10259,2021-02-17,3924,P10259,3924,0
Factura,VENTA,F10260,C022,FOL-10260,2021-02-05,2021-02-28,2021-03-07,6528,P10260,2021-03-23,6528,P10260,6528,0
Factura,VENTA,F10261,C022,FOL-10261,2021-03-09,2021-03-28,2021-04-08,3048,P10261,2021-07-07,3048,P10261,3048,0
Factura,VENTA,F10262,C023,FOL-10262,2025-09-10,2025-09-28,2025-10-10,3144,P10262,2025-10-12,3144,P10262,3144,0
Factura,VENTA,F10263,C023,FOL-10263,2025-10-08,2025-10-28,2025-11-07,2594,P10263,2025-11-21,2594,P10263,2594,0
Factura,VENTA,F10264,C023,FOL-10264,2025-11-06,2025-11-28,2025-12-06,6352,P10264,2025-12-25,6352,P10264,6352,0
Factura,VENTA,F10265,C023,FOL-10265,2025-12-04,2025-12-28,2026-01-03,5946,P10265,2026-03-19,5946,P10265,5946,0
Factura,VENTA,F10266,C023,FOL-10266,2026-01-05,2026-01-28,2026-02-04,4411,P10266,2026-04-03,4411,P10266,4411,0
Factura,VENTA,F10267,C023,FOL-10267,2026-02-01,2026-02-28,2026-03-03,3217,P10267,2026-03-11,3217,P10267,3217,0
Factura,VENTA,F10268,C023,FOL-10268,2026-03-04,2026-03-28,2026-04-03,2444,P10268,2026-04-15,2444,P10268,2444,0
Factura,VENTA,F10269,C023,FOL-10269,2026-04-06,2026-04-28,2026-05-06,5148,P10269,2026-05-09,5148,P10269,5148,0
Factura,VENTA,F10270,C023,FOL-10270,2026-05-03,2026-05-28,2026-06-02,2905,P10270,2026-06-12,2905,P10270,2905,0
Factura,VENTA,F10271,C023,FOL-10271,2026-06-04,2026-06-28,2026-07-04,6915,P10271,2026-07-24,6915,P10271,6915,0
Factura,VENTA,F10272,C024,FOL-10272,2020-12-21,2020-12-28,2021-01-20,1953,P10272,2021-01-22,1953,P10272,1953,0
Factura,VENTA,F10273,C024,FOL-10273,2021-01-25,2021-01-28,2021-02-24,5365,P10273,2021-03-16,5365,P10273,5365,0
Factura,VENTA,F10274,C024,FOL-10274,2021-02-24,2021-02-28,2021-03-26,914,P10274,2021-03-24,914,P10274,914,0
Factura,VENTA,F10275,C024,FOL-10275,2021-03-27,2021-03-28,2021-04-26,3819,P10275,2021-05-12,3819,P10275,3819,0
Factura,VENTA,F10276,C024,FOL-10276,2021-04-23,2021-04-28,2021-05-23,5588,P10276,2021-06-07,5588,P10276,5588,0
Factura,VENTA,F10277,C024,FOL-10277,2021-05-24,2021-05-28,2021-06-23,1687,P10277,2021-07-03,1687,P10277,1687,0
Factura,VENTA,F10278,C024,FOL-10278,2021-06-18,2021-06-28,2021-07-18,5875,P10278,2021-07-30,5875,P10278,5875,0
Factura,VENTA,F10279,C024,FOL-10279,2021-07-23,2021-07-28,2021-08-22,5797,P10279,2021-08-19,5797,P10279,5797,0
Factura,VENTA,F10280,C024,FOL-10280,2021-08-24,2021-08-28,2021-09-23,6543,P10280,2021-10-01,6543,P10280,6543,0
Factura,VENTA,F10281,C024,FOL-10281,2021-09-17,2021-09-28,2021-10-17,1945,P10281,,0,P10281,0,1945
Factura,VENTA,F10282,C024,FOL-10282,2021-10-23,2021-10-28,2021-11-22,1751,P10282,,0,P10282,0,1751
Factura,VENTA,F10283,C024,FOL-10283,2021-11-22,2021-11-28,2021-12-22,3839,P10283,2022-01-09,3839,P10283,3839,0
Factura,VENTA,F10284,C025,FOL-10284,2020-03-07,2020-03-28,2020-04-06,5611,P10284,2020-04-05,5611,P10284,5611,0
Factura,VENTA,F10285,C025,FOL-10285,2020-04-06,2020-04-28,2020-05-06,6165,P10285,2020-07-11,6165,P10285,6165,0
Factura,VENTA,F10286,C025,FOL-10286,2020-05-04,2020-05-28,2020-06-03,1068,P10286,2020-06-04,1068,P10286,1068,0
Factura,VENTA,F10287,C025,FOL-10287,2020-06-06,2020-06-28,2020-07-06,4442,P10287,2020-07-12,4442,P10287,4442,0
Factura,VENTA,F10288,C025,FOL-10288,2020-06-30,2020-06-28,2020-07-30,6417,P10288,2020-08-14,6417,P10288,6417,0
Factura,VENTA,F10289,C025,FOL-10289,2020-08-03,2020-08-28,2020-09-02,1296,P10289,2020-09-03,1296,P10289,1296,0
Factura,VENTA,F10290,C025,FOL-10290,2020-08-29,2020-08-28,2020-09-28,4525,P10290,2020-11-15,4525,P10290,4525,0
Factura,VENTA,F10291,C025,FOL-10291,2020-09-27,2020-09-28,2020-10-27,1214,P10291,2020-10-29,1214,P10291,1214,0
Factura,VENTA,F10292,C025,FOL-10292,2020-10-29,2020-10-28,2020-11-28,5425,P10292,2020-12-17,5425,P10292,5425,0
Factura,VENTA,F10293,C025,FOL-10293,2020-12-04,2020-12-28,2021-01-03,2497,P10293,2021-01-05,2497,P10293,2497,0
Factura,VENTA,F10294,C025,FOL-10294,2020-12-31,2020-12-28,2021-01-30,2008,P10294,2021-02-13,2008,P10294,2008,0
Factura,VENTA,F10295,C025,FOL-10295,2021-01-25,2021-01-28,2021-02-24,3071,P10295,2021-02-23,3071,P10295,3071,0
Factura,VENTA,F10296,C026,FOL-10296,2024-10-14,2024-10-28,2024-11-13,2853,P10296,2024-11-11,2853,P10296,2853,0
Factura,VENTA,F10297,C026,FOL-10297,2024-11-05,2024-11-28,2024-12-05,1879,P10297,2025-02-28,1879,P10297,1879,0
Factura,VENTA,F10298,C026,FOL-10298,2024-12-10,2024-12-28,2025-01-09,929,P10298,2025-01-05,929,P10298,929,0
Factura,VENTA,F10299,C026,FOL-10299,2025-01-06,2025-01-28,2025-02-05,6876,P10299,2025-02-03,6876,P10299,6876,0
Factura,VENTA,F10300,C026,FOL-10300,2025-02-04,2025-02-28,2025-03-06,4701,P10300,2025-03-12,4701,P10300,4701,0
Factura,VENTA,F10301,C026,FOL-10301,2025-03-13,2025-03-28,2025-04-12,5663,P10301,2025-04-23,5663,P10301,5663,0
Factura,VENTA,F10302,C026,FOL-10302,2025-04-07,2025-04-28,2025-05-07,5838,P10302,2025-07-31,5838,P10302,5838,0
Factura,VENTA,F10303,C026,FOL-10303,2025-05-12,2025-05-28,2025-06-11,3270,P10303,2025-06-06,3270,P10303,3270,0
Factura,VENTA,F10304,C026,FOL-10304,2025-06-03,2025-06-28,2025-07-03,4723,P10304,2025-07-11,4723,P10304,4723,0
Factura,VENTA,F10305,C026,FOL-10305,2025-07-04,2025-07-28,2025-08-03,4816,P10305,2025-08-12,4816,P10305,4816,0
Factura,VENTA,F10306,C026,FOL-10306,2025-08-03,2025-08-28,2025-09-02,1461,P10306,2025-09-01,1461,P10306,1461,0
Factura,VENTA,F10307,C026,FOL-10307,2025-09-02,2025-09-28,2025-10-02,1833,P10307,2025-10-17,1833,P10307,1833,0
Factura,VENTA,F10308,C027,FOL-10308,2020-02-01,2020-02-28,2020-03-02,3920,P10308,2020-03-13,3920,P10308,3920,0
Factura,VENTA,F10309,C027,FOL-10309,2020-03-01,2020-03-28,2020-03-31,4516,P10309,2020-04-08,4516,P10309,4516,0
Factura,VENTA,F10310,C027,FOL-10310,2020-03-28,2020-03-28,2020-04-27,6548,P10310,2020-05-12,6548,P10310,6548,0
Factura,VENTA,F10311,C027,FOL-10311,2020-05-04,2020-05-28,2020-06-03,6705,P10311,2020-06-11,6705,P10311,6705,0
Factura,VENTA,F10312,C027,FOL-10312,2020-06-02,2020-06-28,2020-07-02,2671,P10312,2020-07-11,2671,P10312,2671,0
Factura,VENTA,F10313,C027,FOL-10313,2020-07-01,2020-07-28,2020-07-31,4207,P10313,2020-08-05,4207,P10313,4207,0
Factura,VENTA,F10314,C027,FOL-10314,2020-07-31,2020-07-28,2020-08-30,3360,P10314,2020-09-05,3360,P10314,3360,0
Factura,VENTA,F10315,C027,FOL-10315,2020-08-26,2020-08-28,2020-09-25,6426,P10315,2020-09-22,6426,P10315,6426,0
Factura,VENTA,F10316,C027,FOL-10316,2020-09-24,2020-09-28,2020-10-24,1499,P10316,2020-12-04,1499,P10316,1499,0
Factura,VENTA,F10317,C027,FOL-10317,2020-10-28,2020-10-28,2020-11-27,1865,P10317,2020-12-10,1865,P10317,1865,0
Factura,VENTA,F10318,C027,FOL-10318,2020-11-30,2020-11-28,2020-12-30,5401,P10318,2020-12-28,5401,P10318,5401,0
Factura,VENTA,F10319,C027,FOL-10319,2020-12-28,2020-12-28,2021-01-27,3696,P10319,2021-02-15,3696,P10319,3696,0
Factura,VENTA,F10320,C028,FOL-10320,2021-06-24,2021-06-28,2021-07-24,3156,P10320,2021-07-30,3156,P10320,3156,0
Factura,VENTA,F10321,C028,FOL-10321,2021-07-25,2021-07-28,2021-08-24,5534,P10321,2021-08-23,5534,P10321,5534,0
Factura,VENTA,F10322,C028,FOL-10322,2021-08-30,2021-08-28,2021-09-29,2637,P10322,2021-10-05,2637,P10322,2637,0
Factura,VENTA,F10323,C028,FOL-10323,2021-09-30,2021-09-28,2021-10-30,3811,P10323,2021-11-02,3811,P10323,3811,0
Factura,VENTA,F10324,C028,FOL-10324,2021-10-25,2021-10-28,2021-11-24,4315,P10324,2021-12-13,4315,P10324,4315,0
Factura,VENTA,F10325,C028,FOL-10325,2021-11-29,2021-11-28,2021-12-29,1015,P10325,2022-01-14,1015,P10325,1015,0
Factura,VENTA,F10326,C028,FOL-10326,2021-12-25,2021-12-28,2022-01-24,1037,P10326,2022-02-10,1037,P10326,1037,0
Factura,VENTA,F10327,C028,FOL-10327,2022-01-24,2022-01-28,2022-02-23,3583,P10327,2022-02-23,3583,P10327,3583,0
Factura,VENTA,F10328,C028,FOL-10328,2022-02-21,2022-02-28,2022-03-23,5439,P10328,2022-03-20,5439,P10328,5439,0
Factura,VENTA,F10329,C028,FOL-10329,2022-03-23,2022-03-28,2022-04-22,6870,P10329,2022-04-17,6870,P10329,6870,0
Factura,VENTA,F10330,C028,FOL-10330,2022-04-21,2022-04-28,2022-05-21,6912,P10330,2022-05-28,6912,P10330,6912,0
Factura,VENTA,F10331,C028,FOL-10331,2022-05-26,2022-05-28,2022-06-25,4516,P10331,2022-07-01,4516,P10331,4516,0
Factura,VENTA,F10332,C029,FOL-10332,2022-09-28,2022-09-28,2022-10-28,5449,P10332,2022-10-24,5449,P10332,5449,0
Factura,VENTA,F10333,C029,FOL-10333,2022-10-25,2022-10-28,2022-11-24,2089,P10333,2022-11-20,2089,P10333,2089,0
Factura,VENTA,F10334,C029,FOL-10334,2022-11-23,2022-11-28,2022-12-23,3029,P10334,2022-12-31,3029,P10334,3029,0
Factura,VENTA,F10335,C029,FOL-10335,2022-12-29,2022-12-28,2023-01-28,5773,P10335,2023-01-31,5773,P10335,5773,0
Factura,VENTA,F10336,C029,FOL-10336,2023-01-24,2023-01-28,2023-02-23,6984,P10336,2023-03-01,6984,P10336,6984,0
Factura,VENTA,F10337,C029,FOL-10337,2023-02-26,2023-02-28,2023-03-28,1708,P10337,2023-04-13,1708,P10337,1708,0
Factura,VENTA,F10338,C029,FOL-10338,2023-03-29,2023-03-28,2023-04-28,5116,P10338,2023-04-24,5116,P10338,5116,0
Factura,VENTA,F10339,C029,FOL-10339,2023-04-24,2023-04-28,2023-05-24,4037,P10339,2023-05-20,4037,P10339,4037,0
Factura,VENTA,F10340,C029,FOL-10340,2023-05-21,2023-05-28,2023-06-20,2474,P10340,2023-06-21,2474,P10340,2474,0
Factura,VENTA,F10341,C029,FOL-10341,2023-06-22,2023-06-28,2023-07-22,2893,P10341,2023-07-20,2893,P10341,2893,0
Factura,VENTA,F10342,C029,FOL-10342,2023-07-20,2023-07-28,2023-08-19,4874,P10342,2023-08-19,4874,P10342,4874,0
Factura,VENTA,F10343,C029,FOL-10343,2023-08-21,2023-08-28,2023-09-20,3914,P10343,2023-09-22,3914,P10343,3914,0
Factura,VENTA,F10344,C030,FOL-10344,2020-08-19,2020-08-28,2020-09-18,6272,P10344,2020-09-15,6272,P10344,6272,0
Factura,VENTA,F10345,C030,FOL-10345,2020-09-16,2020-09-28,2020-10-16,6878,P10345,,0,P10345,0,6878
Factura,VENTA,F10346,C030,FOL-10346,2020-10-11,2020-10-28,2020-11-10,3364,P10346,2020-11-23,3364,P10346,3364,0
Factura,VENTA,F10347,C030,FOL-10347,2020-11-15,2020-11-28,2020-12-15,6612,P10347,2020-12-19,6612,P10347,6612,0
Factura,VENTA,F10348,C030,FOL-10348,2020-12-10,2020-12-28,2021-01-09,4118,P10348,,0,P10348,0,4118
Factura,VENTA,F10349,C030,FOL-10349,2021-01-15,2021-01-28,2021-02-14,6449,P10349,2021-02-11,6449,P10349,6449,0
Factura,VENTA,F10350,C030,FOL-10350,2021-02-13,2021-02-28,2021-03-15,1667,P10350,2021-03-28,1667,P10350,1667,0
Factura,VENTA,F10351,C030,FOL-10351,2021-03-15,2021-03-28,2021-04-14,5092,P10351,,0,P10351,0,5092
Factura,VENTA,F10352,C030,FOL-10352,2021-04-13,2021-04-28,2021-05-13,2615,P10352,2021-05-13,2615,P10352,2615,0
Factura,VENTA,F10353,C030,FOL-10353,2021-05-09,2021-05-28,2021-06-08,4981,P10353,2021-06-19,4981,P10353,4981,0
Factura,VENTA,F10354,C030,FOL-10354,2021-06-15,2021-06-28,2021-07-15,2388,P10354,2021-07-21,2388,P10354,2388,0
Factura,VENTA,F10355,C030,FOL-10355,2021-07-12,2021-07-28,2021-08-11,6758,P10355,2021-08-26,6758,P10355,6758,0
Factura,VENTA,F10356,C031,FOL-10356,2024-07-29,2024-07-28,2024-08-28,1642,P10356,2024-08-29,1642,P10356,1642,0
Factura,VENTA,F10357,C031,FOL-10357,2024-08-27,2024-08-28,2024-09-26,5734,P10357,2024-10-15,5734,P10357,5734,0
Factura,VENTA,F10358,C031,FOL-10358,2024-09-25,2024-09-28,2024-10-25,2251,P10358,2024-11-09,2251,P10358,2251,0
Factura,VENTA,F10359,C031,FOL-10359,2024-10-31,2024-10-28,2024-11-30,4600,P10359,2024-12-19,4600,P10359,4600,0
Factura,VENTA,F10360,C031,FOL-10360,2024-11-30,2024-11-28,2024-12-30,6379,P10360,2025-01-12,6379,P10360,6379,0
Factura,VENTA,F10361,C031,FOL-10361,2024-12-28,2024-12-28,2025-01-27,5938,P10361,2025-02-05,5938,P10361,5938,0
Factura,VENTA,F10362,C031,FOL-10362,2025-01-23,2025-01-28,2025-02-22,4641,P10362,2025-02-26,4641,P10362,4641,0
Factura,VENTA,F10363,C031,FOL-10363,2025-02-25,2025-02-28,2025-03-27,5644,P10363,,0,P10363,0,5644
Factura,VENTA,F10364,C031,FOL-10364,2025-03-30,2025-03-28,2025-04-29,4502,P10364,2025-06-26,4502,P10364,4502,0
Factura,VENTA,F10365,C031,FOL-10365,2025-04-23,2025-04-28,2025-05-23,6081,P10365,2025-05-20,6081,P10365,6081,0
Factura,VENTA,F10366,C031,FOL-10366,2025-05-30,2025-05-28,2025-06-29,3949,P10366,2025-07-11,3949,P10366,3949,0
Factura,VENTA,F10367,C031,FOL-10367,2025-06-21,2025-06-28,2025-07-21,4484,P10367,2025-08-03,4484,P10367,4484,0
Factura,VENTA,F10368,C032,FOL-10368,2024-02-15,2024-02-28,2024-03-16,5756,P10368,2024-03-15,5756,P10368,5756,0
Factura,VENTA,F10369,C032,FOL-10369,2024-03-11,2024-03-28,2024-04-10,4490,P10369,2024-04-15,4490,P10369,4490,0
Factura,VENTA,F10370,C032,FOL-10370,2024-04-11,2024-04-28,2024-05-11,4933,P10370,2024-05-07,4933,P10370,4933,0
Factura,VENTA,F10371,C032,FOL-10371,2024-05-13,2024-05-28,2024-06-12,6596,P10371,2024-06-21,6596,P10371,6596,0
Factura,VENTA,F10372,C032,FOL-10372,2024-06-17,2024-06-28,2024-07-17,5082,P10372,2024-07-23,5082,P10372,5082,0
Factura,VENTA,F10373,C032,FOL-10373,2024-07-14,2024-07-28,2024-08-13,3117,P10373,2024-09-01,3117,P10373,3117,0
Factura,VENTA,F10374,C032,FOL-10374,2024-08-13,2024-08-28,2024-09-12,6361,P10374,2024-10-02,6361,P10374,6361,0
Factura,VENTA,F10375,C032,FOL-10375,2024-09-12,2024-09-28,2024-10-12,1339,P10375,2024-10-24,1339,P10375,1339,0
Factura,VENTA,F10376,C032,FOL-10376,2024-10-13,2024-10-28,2024-11-12,3127,P10376,2024-11-28,3127,P10376,3127,0
Factura,VENTA,F10377,C032,FOL-10377,2024-11-08,2024-11-28,2024-12-08,3530,P10377,,0,P10377,0,3530
Factura,VENTA,F10378,C032,FOL-10378,2024-12-11,2024-12-28,2025-01-10,3341,P10378,2025-01-27,3341,P10378,3341,0
Factura,VENTA,F10379,C032,FOL-10379,2025-01-11,2025-01-28,2025-02-10,1856,P10379,2025-02-07,1856,P10379,1856,0
Factura,VENTA,F10380,C033,FOL-10380,2022-10-09,2022-10-28,2022-11-08,3885,P10380,2022-11-13,3885,P10380,3885,0
Factura,VENTA,F10381,C033,FOL-10381,2022-11-02,2022-11-28,2022-12-02,6289,P10381,2022-12-20,6289,P10381,6289,0
Factura,VENTA,F10382,C033,FOL-10382,2022-12-08,2022-12-28,2023-01-07,1565,P10382,2023-01-15,1565,P10382,1565,0
Factura,VENTA,F10383,C033,FOL-10383,2023-01-07,2023-01-28,2023-02-06,3764,P10383,,0,P10383,0,3764
Factura,VENTA,F10384,C033,FOL-10384,2023-02-01,2023-02-28,2023-03-03,3599,P10384,2023-03-13,3599,P10384,3599,0
Factura,VENTA,F10385,C033,FOL-10385,2023-03-03,2023-03-28,2023-04-02,2655,P10385,2023-04-01,2655,P10385,2655,0
Factura,VENTA,F10386,C033,FOL-10386,2023-03-31,2023-03-28,2023-04-30,3223,P10386,2023-04-28,3223,P10386,3223,0
Factura,VENTA,F10387,C033,FOL-10387,2023-05-07,2023-05-28,2023-06-06,5221,P10387,2023-06-17,5221,P10387,5221,0
Factura,VENTA,F10388,C033,FOL-10388,2023-05-29,2023-05-28,2023-06-28,6222,P10388,2023-07-17,6222,P10388,6222,0
Factura,VENTA,F10389,C033,FOL-10389,2023-06-30,2023-06-28,2023-07-30,5692,P10389,2023-07-30,5692,P10389,5692,0
Factura,VENTA,F10390,C033,FOL-10390,2023-07-30,2023-07-28,2023-08-29,6475,P10390,2023-09-18,6475,P10390,6475,0
Factura,VENTA,F10391,C033,FOL-10391,2023-08-29,2023-08-28,2023-09-28,6707,P10391,2023-10-06,6707,P10391,6707,0
Factura,VENTA,F10392,C034,FOL-10392,2022-02-22,2022-02-28,2022-03-24,4438,P10392,2022-04-12,4438,P10392,4438,0
Factura,VENTA,F10393,C034,FOL-10393,2022-03-28,2022-03-28,2022-04-27,2716,P10393,2022-05-01,2716,P10393,2716,0
Factura,VENTA,F10394,C034,FOL-10394,2022-04-27,2022-04-28,2022-05-27,2389,P10394,2022-06-09,2389,P10394,2389,0
Factura,VENTA,F10395,C034,FOL-10395,2022-05-27,2022-05-28,2022-06-26,4582,P10395,2022-07-15,4582,P10395,4582,0
Factura,VENTA,F10396,C034,FOL-10396,2022-06-25,2022-06-28,2022-07-25,4919,P10396,2022-07-25,4919,P10396,4919,0
